,fqdn,vt_duration,vt_count,vt_mal_count,vt_ratio,firstseen,lastseen,#query,#ip,#ns,ns_matching,#soa,soa_matching,label,positives,response_code,rlength,url_after_redirects,url,domain_malicious,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,url_length,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path,Alexa_Rank_Avg,Is_FQDN_In_Alexa_1Year
692,levi82fakes.blogspot.com.es,31449600.0,7.0,7.0,1.0,2019-10-31 14:24:38,2019-10-31 14:24:38,2.0,1.0,1.0,True,1.0,True,1,5,"184    1
Name: response_code, dtype: int64","184    143293
Name: rlength, dtype: int64","184    True
Name: url_after_redirects, dtype: bool","184    http://levi82fakes.blogspot.com.es/2011_01_23_...
Name: url, dtype: object","1662    True
Name: domain_malicious, dtype: bool",N,27,0.4970482139983939,0,0,0,0,N,0,2,57.2,1.6,0.0,7.749839,0.0,81,1,3,0,0,0,1000000.0,False
693,www.siginin-toappleid.serveirc.com,259200.0,5.0,5.0,1.0,,,,,,,,,1,8,"1101    1
Name: response_code, dtype: int64","1101    0
Name: rlength, dtype: int64","1101    False
Name: url_after_redirects, dtype: bool","1101    http://www.siginin-toappleid.serveirc.com/
Name: url, dtype: object","960    True
Name: domain_malicious, dtype: bool",N,34,0.4966890886517957,0,1,0,1,N,1,2,42.4,1.0,0.0,0.0,0.0,75,1,3,1,0,0,1000000.0,False
694,verifinit-amazon.serveirc.com,14515200.0,34.0,34.0,1.0,2019-07-02 10:39:40,2019-07-02 10:39:40,2.0,1.0,1.0,True,1.0,True,1,8,"87    1
Name: response_code, dtype: int64","87    0
Name: rlength, dtype: int64","87    False
Name: url_after_redirects, dtype: bool","87    http://verifinit-amazon.serveirc.com/
Name: url, dtype: object","955    True
Name: domain_malicious, dtype: bool",N,29,0.4714296134909359,0,1,0,1,N,1,1,37.0,1.0,0.0,0.0,0.0,68,1,2,1,0,0,1000000.0,False
695,u72.no-ip.info,10022400.0,12.0,12.0,1.0,,,,,,,,,1,5,"1618    1
Name: response_code, dtype: int64","1618    0
Name: rlength, dtype: int64","1618    False
Name: url_after_redirects, dtype: bool","1618    http://u72.no-ip.info/
Name: url, dtype: object","1085    False
Name: domain_malicious, dtype: bool",Y,14,0.4044907741135646,0,0,0,0,N,1,1,22.0,1.0,0.0,0.0,0.0,55,1,2,0,0,0,1000000.0,False
696,amazon-giftcard.serveirc.com,9244800.0,23.0,23.0,1.0,,,,,,,,,1,8,"1382    1
Name: response_code, dtype: int64","1382    4961
Name: rlength, dtype: int64","1382    True
Name: url_after_redirects, dtype: bool","1382    http://amazon-giftcard.serveirc.com/
Name: url, dtype: object","1614    True
Name: domain_malicious, dtype: bool",N,28,0.492594959913301,0,1,0,1,N,1,1,36.0,1.0,0.0,0.0,0.0,69,1,2,1,0,0,1000000.0,False
697,paypalaccesresurtyl.serveirc.com,0.0,2.0,2.0,1.0,2019-07-16 12:05:19,2019-08-14 16:39:32,502.0,1.0,1.0,True,1.0,True,1,13,"139    1
Name: response_code, dtype: int64","139    10217
Name: rlength, dtype: int64","139    True
Name: url_after_redirects, dtype: bool","139    http://paypalaccesresurtyl.serveirc.com/custom...
Name: url, dtype: object","1258    True
Name: domain_malicious, dtype: bool",N,32,0.46285244082077,0,1,0,1,N,0,1,82.3,3.02,0.04,14.3331785,0.0,81,1,2,1,0,0,1000000.0,False
698,webmail.update-yahoo.serveirc.com,22291200.0,23.0,23.0,1.0,,,,,,,,,1,6,"1628    1
Name: response_code, dtype: int64","1628    0
Name: rlength, dtype: int64","1628    False
Name: url_after_redirects, dtype: bool","1628    http://webmail.update-yahoo.serveirc.com/
Name: url, dtype: object","1735    True
Name: domain_malicious, dtype: bool",N,33,0.5159104042311483,0,1,1,1,N,1,2,41.0,1.0,0.0,0.0,0.0,74,1,3,1,0,0,1000000.0,False
699,catatanmathin.blogspot.com,40348800.0,23.0,23.0,1.0,,,,,,,,,1,6,"1620    1
Name: response_code, dtype: int64","1620    109290
Name: rlength, dtype: int64","1620    True
Name: url_after_redirects, dtype: bool","1620    http://catatanmathin.blogspot.com/2012/10
Name: url, dtype: object","1671    True
Name: domain_malicious, dtype: bool",N,26,0.44931029665419664,0,0,0,0,N,0,1,66.2,2.7,0.0,19.332874,0.0,74,1,2,0,0,0,3986.7083,False
700,applestorecom.serveirc.com,14774400.0,40.0,40.0,1.0,2019-06-18 15:37:37,2019-06-18 22:30:53,13.0,1.0,1.0,True,1.0,True,1,10,"1312    1
Name: response_code, dtype: int64","1312    163
Name: rlength, dtype: int64","1312    True
Name: url_after_redirects, dtype: bool","1312    http://applestorecom.serveirc.com/
Name: url, dtype: object","1126    True
Name: domain_malicious, dtype: bool",N,26,0.44205176227975973,1,1,0,1,N,0,1,34.0,1.0,0.0,0.0,0.0,67,1,2,1,0,0,1000000.0,False
701,yandex-ghost85.sytes.net,34646400.0,23.0,23.0,1.0,,,,,,,,,1,6,"1428    1
Name: response_code, dtype: int64","1428    0
Name: rlength, dtype: int64","1428    False
Name: url_after_redirects, dtype: bool","1428    http://yandex-ghost85.sytes.net/a3/size24942592
Name: url, dtype: object","726    True
Name: domain_malicious, dtype: bool",N,24,0.4675751972641,0,0,0,0,N,1,1,39.5,1.5,0.0,7.5,0.0,80,1,2,0,0,0,1000000.0,False
702,appleid-appstores-idmsaxapplesupport.theworkpc.com,8985600.0,23.0,23.0,1.0,2019-08-12 16:45:17,2019-08-13 04:27:14,12.0,1.0,1.0,True,1.0,True,1,12,"1416    1
Name: response_code, dtype: int64","1416    0
Name: rlength, dtype: int64","1416    False
Name: url_after_redirects, dtype: bool","1416    https://appleid-appstores-idmsaxapplesupport.t...
Name: url, dtype: object","679    True
Name: domain_malicious, dtype: bool",N,50,0.4953842814736848,0,2,1,3,N,2,1,82.72726999999999,1.3636363999999999,0.72727275,3.337738,0.0,82,1,0,1,0,0,1000000.0,False
703,e-emphasysfile.serveirc.com,14515200.0,38.0,38.0,1.0,2019-06-13 17:41:57,2019-06-13 17:45:42,7.0,1.0,1.0,True,1.0,True,1,9,"1267    1
Name: response_code, dtype: int64","1267    0
Name: rlength, dtype: int64","1267    False
Name: url_after_redirects, dtype: bool","1267    http://e-emphasysfile.serveirc.com/
Name: url, dtype: object","1210    True
Name: domain_malicious, dtype: bool",N,27,0.47230294578253307,0,0,0,0,N,1,1,35.0,1.0,0.0,0.0,0.0,68,1,2,0,0,0,1000000.0,False
704,bankofamericall.webcindario.com,25401600.0,12.0,12.0,1.0,,,,,,,,,1,6,"762    1
Name: response_code, dtype: int64","762    2645
Name: rlength, dtype: int64","762    True
Name: url_after_redirects, dtype: bool","762    http://bankofamericall.webcindario.com/index1....
Name: url, dtype: object","1582    True
Name: domain_malicious, dtype: bool",N,31,0.47304604685672846,0,1,0,1,N,0,1,50.0,1.0,0.0,0.0,0.0,81,1,2,1,0,0,1000000.0,False
705,paypollloa.blogspot.com,7862400.0,5.0,5.0,1.0,,,,,,,,,1,8,"1660    1
Name: response_code, dtype: int64","1660    63895
Name: rlength, dtype: int64","1660    True
Name: url_after_redirects, dtype: bool","1660    https://paypollloa.blogspot.com/
Name: url, dtype: object","1765    True
Name: domain_malicious, dtype: bool",N,23,0.4112902011314663,0,0,0,1,N,0,1,31.571428000000004,1.0,0.0,0.0,0.0,65,1,2,0,0,0,1000000.0,False
706,appleid-applestore5.serveirc.com,28425600.0,38.0,38.0,1.0,2019-01-15 01:48:23,2019-01-15 15:14:35,6.0,1.0,1.0,True,1.0,True,1,7,"302    1
Name: response_code, dtype: int64","302    0
Name: rlength, dtype: int64","302    False
Name: url_after_redirects, dtype: bool","302    http://appleid-applestore5.serveirc.com/
Name: url, dtype: object","1026    True
Name: domain_malicious, dtype: bool",N,32,0.47513856158440737,0,2,0,2,N,1,1,40.0,1.0,0.0,0.0,0.0,72,1,2,1,0,0,1000000.0,False
707,paypalservice.biz.tm,0.0,1.0,1.0,1.0,2015-07-12 06:12:58,2015-07-20 19:02:28,21.0,1.0,3.0,True,1.0,None,1,5,"219    1
Name: response_code, dtype: int64","219    23578
Name: rlength, dtype: int64","219    True
Name: url_after_redirects, dtype: bool","219    http://paypalservice.biz.tm/
Name: url, dtype: object","1407    True
Name: domain_malicious, dtype: bool",N,20,0.4777410164862568,0,1,1,1,N,0,1,28.0,1.0,0.0,0.0,0.0,60,1,2,1,0,0,1000000.0,False
708,appleid-applepage2.serveirc.com,16588800.0,46.0,46.0,1.0,2019-05-02 15:04:01,2019-05-05 00:44:10,11.0,1.0,1.0,True,1.0,True,1,9,"729    1
Name: response_code, dtype: int64","729    75826
Name: rlength, dtype: int64","729    True
Name: url_after_redirects, dtype: bool","729    http://appleid-applepage2.serveirc.com/
Name: url, dtype: object","844    True
Name: domain_malicious, dtype: bool",N,31,0.46615288375515124,0,2,0,2,N,1,1,39.0,1.0,0.0,0.0,0.0,71,1,2,1,0,0,1000000.0,False
709,anchoritic-generati.000webhostapp.com,950400.0,6.0,6.0,1.0,,,,,,,,,1,11,"1470    1
Name: response_code, dtype: int64","1470    27462
Name: rlength, dtype: int64","1470    True
Name: url_after_redirects, dtype: bool","1470    https://anchoritic-generati.000webhostapp.com/...
Name: url, dtype: object","1752    True
Name: domain_malicious, dtype: bool",N,37,0.5049512247907134,0,0,0,0,N,1,1,73.8,3.4,0.0,14.0,0.0,82,1,2,0,0,0,1000000.0,False
710,webmail.bankofamerica-onl.serveirc.com,14774400.0,38.0,38.0,1.0,,,,,,,,,1,7,"192    1
Name: response_code, dtype: int64","192    0
Name: rlength, dtype: int64","192    False
Name: url_after_redirects, dtype: bool","192    http://webmail.bankofamerica-onl.serveirc.com/
Name: url, dtype: object","1392    True
Name: domain_malicious, dtype: bool",N,38,0.48977604328749,0,1,0,1,N,1,2,46.0,1.0,0.0,0.0,0.0,78,1,3,1,0,0,1000000.0,False
711,webmail.appleidstore.myvnc.com,14169600.0,38.0,38.0,1.0,,,,,,,,,1,8,"977    1
Name: response_code, dtype: int64","977    0
Name: rlength, dtype: int64","977    False
Name: url_after_redirects, dtype: bool","977    http://webmail.appleidstore.myvnc.com/
Name: url, dtype: object","757    True
Name: domain_malicious, dtype: bool",N,30,0.503925237422049,0,1,0,1,N,0,2,38.0,1.0,0.0,0.0,0.0,70,1,3,1,0,0,1000000.0,False
712,login.myamazon.accounts.info-secure.homesecuritymac.com,8467200.0,24.0,24.0,1.0,,,,,,,,,1,7,"1321    1
Name: response_code, dtype: int64","1321    0
Name: rlength, dtype: int64","1321    False
Name: url_after_redirects, dtype: bool","1321    http://login.myamazon.accounts.info-secure.hom...
Name: url, dtype: object","1084    True
Name: domain_malicious, dtype: bool",N,55,0.49879840099912526,0,1,3,1,N,1,4,63.2,1.0,0.0,0.0,0.0,82,1,0,1,0,0,1000000.0,False
713,paypal-securei.serveirc.com,0.0,2.0,2.0,1.0,2019-05-20 11:52:25,2019-06-17 08:15:51,14.0,1.0,1.0,True,1.0,True,1,10,"735    1
Name: response_code, dtype: int64","735    10918
Name: rlength, dtype: int64","735    True
Name: url_after_redirects, dtype: bool","735    http://paypal-securei.serveirc.com/
Name: url, dtype: object","1295    True
Name: domain_malicious, dtype: bool",N,27,0.4670008767293332,0,1,1,1,N,1,1,35.0,1.0,0.0,0.0,0.0,67,1,2,1,0,0,1000000.0,False
714,appleidapp-store.servemp3.com,9590400.0,24.0,24.0,1.0,2019-07-06 23:29:50,2019-07-07 00:22:31,6.0,1.0,2.0,True,1.0,True,1,9,"1591    1
Name: response_code, dtype: int64","1591    0
Name: rlength, dtype: int64","1591    False
Name: url_after_redirects, dtype: bool","1591    http://appleidapp-store.servemp3.com/
Name: url, dtype: object","887    True
Name: domain_malicious, dtype: bool",N,29,0.4709991624148404,0,1,0,2,N,1,1,37.0,1.0,0.0,0.0,0.0,70,1,2,1,0,0,1000000.0,False
715,appleidlogins.hopto.org,4406400.0,12.0,10.0,0.833333333333,2019-06-21 15:06:12,2019-06-21 15:07:09,7.0,1.0,1.0,True,1.0,True,1,6,"1313    1
Name: response_code, dtype: int64","1313    0
Name: rlength, dtype: int64","1313    False
Name: url_after_redirects, dtype: bool","1313    http://appleidlogins.hopto.org/
Name: url, dtype: object","1280    True
Name: domain_malicious, dtype: bool",N,23,0.45264694384587006,0,1,0,1,N,0,1,31.0,1.0,0.0,0.0,0.0,64,1,2,1,0,0,1000000.0,False
716,2fb-faace3ebookqonline.000webhostapp.com,0.0,3.0,3.0,1.0,,,,,,,,,1,6,"229    1
Name: response_code, dtype: int64","229    8451
Name: rlength, dtype: int64","229    True
Name: url_after_redirects, dtype: bool","229    http://2fb-faace3ebookqonline.000webhostapp.com/
Name: url, dtype: object","1304    True
Name: domain_malicious, dtype: bool",N,40,0.5281338184103989,0,0,1,0,N,1,1,48.333332,1.0,0.0,0.0,0.0,80,1,2,0,0,0,1000000.0,False
717,facebook-login-confirmation-support-centerpages.weebly.com,10713600.0,12.0,11.0,0.916666666667,,,,,,,,,1,11,"705    1
Name: response_code, dtype: int64","705    3910
Name: rlength, dtype: int64","705    True
Name: url_after_redirects, dtype: bool","705    http://facebook-login-confirmation-support-cen...
Name: url, dtype: object","1130    True
Name: domain_malicious, dtype: bool",N,58,0.5233344696049133,0,1,2,1,N,4,1,73.86667,1.0,0.0,0.0,0.0,81,1,0,1,0,0,1000000.0,False
718,appleid.secure-service.theworkpc.com,1296000.0,2.0,2.0,1.0,2019-08-12 08:09:54,2019-08-12 14:08:10,8.0,1.0,1.0,True,1.0,True,1,6,"72    1
Name: response_code, dtype: int64","72    0
Name: rlength, dtype: int64","72    False
Name: url_after_redirects, dtype: bool","72    http://appleid.secure-service.theworkpc.com/ma...
Name: url, dtype: object","1014    True
Name: domain_malicious, dtype: bool",N,36,0.4942460552912754,0,1,2,1,N,1,2,77.833336,1.5,1.0,2.5,0.0,80,1,3,1,0,0,1000000.0,False
719,acsconfirm-appleid.serveirc.com,8985600.0,23.0,23.0,1.0,2019-07-01 17:50:50,2019-07-01 17:52:32,4.0,1.0,1.0,True,1.0,True,1,9,"1637    1
Name: response_code, dtype: int64","1637    0
Name: rlength, dtype: int64","1637    False
Name: url_after_redirects, dtype: bool","1637    http://acsconfirm-appleid.serveirc.com/
Name: url, dtype: object","1636    True
Name: domain_malicious, dtype: bool",N,31,0.4811105629857608,0,1,1,1,N,1,1,39.333332,1.0,0.0,0.0,0.0,72,1,2,1,0,0,1000000.0,False
720,verified-myapple.serveirc.com,13046400.0,32.0,32.0,1.0,,,,,,,,,1,12,"1149    1
Name: response_code, dtype: int64","1149    0
Name: rlength, dtype: int64","1149    False
Name: url_after_redirects, dtype: bool","1149    http://verified-myapple.serveirc.com/
Name: url, dtype: object","1282    True
Name: domain_malicious, dtype: bool",N,29,0.4731121975966789,0,1,0,1,N,1,1,37.0,1.0,0.0,0.0,0.0,70,1,2,1,0,0,1000000.0,False
721,appleid-mailjp.serveirc.com,31104000.0,42.0,42.0,1.0,2018-12-11 03:33:36,2018-12-18 05:13:06,52.0,1.0,1.0,True,1.0,True,1,7,"1478    1
Name: response_code, dtype: int64","1478    241
Name: rlength, dtype: int64","1478    True
Name: url_after_redirects, dtype: bool","1478    http://appleid-mailjp.serveirc.com/
Name: url, dtype: object","1615    True
Name: domain_malicious, dtype: bool",N,27,0.47276528610460433,0,1,0,1,N,1,1,35.0,1.0,0.0,0.0,0.0,68,1,2,1,0,0,1000000.0,False
722,cloud-managedapple.servebeer.com,14515200.0,34.0,34.0,1.0,2019-06-15 16:18:10,2019-06-15 16:18:40,6.0,1.0,1.0,True,1.0,True,1,8,"866    1
Name: response_code, dtype: int64","866    0
Name: rlength, dtype: int64","866    False
Name: url_after_redirects, dtype: bool","866    http://cloud-managedapple.servebeer.com/
Name: url, dtype: object","1422    True
Name: domain_malicious, dtype: bool",N,32,0.483341161231155,0,1,0,1,N,1,1,40.0,1.0,0.0,0.0,0.0,72,1,2,1,0,0,1000000.0,False
723,appleidapp-store.servequake.com,9590400.0,24.0,24.0,1.0,2019-07-06 23:31:21,2019-07-07 00:22:36,4.0,1.0,2.0,True,1.0,True,1,8,"1346    1
Name: response_code, dtype: int64","1346    0
Name: rlength, dtype: int64","1346    False
Name: url_after_redirects, dtype: bool","1346    http://appleidapp-store.servequake.com/
Name: url, dtype: object","1002    True
Name: domain_malicious, dtype: bool",N,31,0.48877239907586495,0,1,0,2,N,1,1,39.0,1.0,0.0,0.0,0.0,72,1,2,1,0,0,1000000.0,False
724,matheutikan.blogspot.com.es,33609600.0,9.0,9.0,1.0,2019-11-03 04:41:12,2019-11-03 04:41:12,2.0,1.0,1.0,True,1.0,True,1,6,"273    1
Name: response_code, dtype: int64","273    143297
Name: rlength, dtype: int64","273    True
Name: url_after_redirects, dtype: bool","273    http://matheutikan.blogspot.com.es/2013/09/lou...
Name: url, dtype: object","1469    True
Name: domain_malicious, dtype: bool",N,27,0.4912838046231228,0,0,0,0,N,0,2,57.88889,3.0,0.0,5.5666556,0.0,81,1,3,0,0,0,1000000.0,False
725,dispute-webapps1129.serveirc.com,33436800.0,64.0,64.0,1.0,2018-11-15 16:05:22,2018-11-15 22:05:24,18.0,1.0,1.0,True,1.0,True,1,9,"950    1
Name: response_code, dtype: int64","950    16465
Name: rlength, dtype: int64","950    True
Name: url_after_redirects, dtype: bool","950    https://dispute-webapps1129.serveirc.com/
Name: url, dtype: object","765    True
Name: domain_malicious, dtype: bool",N,32,0.51753994082077,0,0,0,0,N,1,1,41.0,1.0,0.0,0.0,0.0,73,1,2,0,0,0,1000000.0,False
726,moviested.blogspot.ru,41299200.0,8.0,8.0,1.0,2019-11-03 13:53:00,2019-11-03 13:53:00,2.0,1.0,1.0,True,1.0,True,1,5,"656    1
Name: response_code, dtype: int64","656    143313
Name: rlength, dtype: int64","656    True
Name: url_after_redirects, dtype: bool","656    http://moviested.blogspot.ru/2013/06/watch-dea...
Name: url, dtype: object","789    True
Name: domain_malicious, dtype: bool",N,21,0.47311770210049775,0,0,0,0,N,0,1,71.833336,2.75,0.0,15.026828,0.0,81,1,2,0,0,0,1000000.0,False
727,americanexpress-0b.serveftp.com,10972800.0,25.0,25.0,1.0,2019-07-07 14:44:17,2020-08-04 12:43:49,53.0,2.0,1.0,True,1.0,True,1,9,"964    1
Name: response_code, dtype: int64","964    3
Name: rlength, dtype: int64","964    True
Name: url_after_redirects, dtype: bool","964    https://americanexpress-0b.serveftp.com/login/...
Name: url, dtype: object","1166    True
Name: domain_malicious, dtype: bool",N,31,0.49379301369303663,0,0,0,0,N,1,1,43.25,1.25,0.0,6.928203,0.0,81,1,2,0,0,0,1000000.0,False
728,favouriteboys.blogspot.com.br,0.0,1.0,1.0,1.0,2019-11-06 05:49:28,2019-11-06 05:49:28,2.0,1.0,1.0,True,1.0,True,1,5,"503    1
Name: response_code, dtype: int64","503    143714
Name: rlength, dtype: int64","503    True
Name: url_after_redirects, dtype: bool","503    http://favouriteboys.blogspot.com.br/2012_04_0...
Name: url, dtype: object","988    True
Name: domain_malicious, dtype: bool",N,29,0.4903535769070237,0,0,0,0,N,0,2,60.0,1.0,0.0,0.0,0.0,81,1,3,0,0,0,1000000.0,False
729,cpanel.appleidappstore.servegame.com,10368000.0,22.0,22.0,1.0,,,,,,,,,1,8,"1480    1
Name: response_code, dtype: int64","1480    0
Name: rlength, dtype: int64","1480    False
Name: url_after_redirects, dtype: bool","1480    http://cpanel.appleidappstore.servegame.com/
Name: url, dtype: object","915    True
Name: domain_malicious, dtype: bool",N,36,0.46612152227194414,0,1,0,2,N,0,2,44.0,1.0,0.0,0.0,0.0,77,1,3,1,0,0,1000000.0,False
730,cpanel.paypal-service0i.serveirc.com,14774400.0,39.0,39.0,1.0,,,,,,,,,1,9,"1368    1
Name: response_code, dtype: int64","1368    0
Name: rlength, dtype: int64","1368    False
Name: url_after_redirects, dtype: bool","1368    http://cpanel.paypal-service0i.serveirc.com/
Name: url, dtype: object","1368    True
Name: domain_malicious, dtype: bool",N,36,0.47476813633485093,0,1,1,1,N,1,2,44.0,1.0,0.0,0.0,0.0,77,1,3,1,0,0,1000000.0,False
731,paypal-signin.serveirc.com,0.0,1.0,1.0,1.0,2017-05-22 03:39:16,2020-09-13 15:39:03,198.0,4.0,1.0,True,1.0,True,1,11,"1256    1
Name: response_code, dtype: int64","1256    0
Name: rlength, dtype: int64","1256    False
Name: url_after_redirects, dtype: bool","1256    http://paypal-signin.serveirc.com/xverginia/cu...
Name: url, dtype: object","1271    True
Name: domain_malicious, dtype: bool",N,26,0.487771835115735,0,1,0,1,N,1,1,81.0,3.6,0.1,21.721878,0.0,82,1,2,1,0,0,1000000.0,False
732,a1.www.facebook.security.com.serveo.net,9244800.0,6.0,6.0,1.0,2019-04-25 17:01:55,2020-05-29 17:52:03,51.0,1.0,5.0,True,3.0,None,1,8,"948    1
Name: response_code, dtype: int64","948    0
Name: rlength, dtype: int64","948    True
Name: url_after_redirects, dtype: bool","948    https://a1.www.facebook.security.com.serveo.net/
Name: url, dtype: object","1608    True
Name: domain_malicious, dtype: bool",N,39,0.49199195972289805,1,1,1,1,N,0,5,47.4,1.0,0.0,0.0,0.0,80,1,6,1,0,0,1000000.0,False
733,datadropbox2201645.ddns.net,1555200.0,5.0,5.0,1.0,2019-06-20 10:34:59,2019-06-20 16:17:35,3.0,1.0,1.0,True,1.0,True,1,5,"848    1
Name: response_code, dtype: int64","848    0
Name: rlength, dtype: int64","848    False
Name: url_after_redirects, dtype: bool","848    http://datadropbox2201645.ddns.net/dropboxserv...
Name: url, dtype: object","997    False
Name: domain_malicious, dtype: bool",N,27,0.5017683542750873,0,1,0,0,N,0,1,56.0,2.0,0.0,0.0,0.0,81,1,2,2,0,0,1000000.0,False
734,mail.apple-transaction.serveirc.com,10972800.0,27.0,27.0,1.0,,,,,,,,,1,7,"257    1
Name: response_code, dtype: int64","257    0
Name: rlength, dtype: int64","257    False
Name: url_after_redirects, dtype: bool","257    http://mail.apple-transaction.serveirc.com/
Name: url, dtype: object","1032    True
Name: domain_malicious, dtype: bool",N,35,0.4776802574727689,0,1,1,1,N,1,2,43.333332,1.0,0.0,0.0,0.0,75,1,3,1,0,0,1000000.0,False
735,id-pay-inc.blogspot.com.ar,17712000.0,34.0,34.0,1.0,2019-11-12 20:04:24,2019-11-12 20:04:24,2.0,1.0,1.0,True,1.0,True,1,7,"1630    1
Name: response_code, dtype: int64","1630    143498
Name: rlength, dtype: int64","1630    True
Name: url_after_redirects, dtype: bool","1630    http://id-pay-inc.blogspot.com.ar/
Name: url, dtype: object","1310    True
Name: domain_malicious, dtype: bool",N,26,0.4937579525439013,0,0,0,1,N,2,2,34.0,1.0,0.0,0.0,0.0,67,1,3,0,0,0,1000000.0,False
736,payppal-ca.zapto.org,,,,,2012-11-19 17:16:14,2020-06-10 02:53:41,1090.0,1.0,1.0,True,1.0,True,1,5,"1561    1
Name: response_code, dtype: int64","1561    0
Name: rlength, dtype: int64","1561    False
Name: url_after_redirects, dtype: bool","1561    http://payppal-ca.zapto.org/1
Name: url, dtype: object","40    True
Name: domain_malicious, dtype: bool",N,20,0.4152410164862569,0,0,0,1,N,1,1,29.0,1.0,0.0,0.0,0.0,62,1,2,0,0,0,1000000.0,False
737,appleidverification.servequake.com,3110400.0,5.0,5.0,1.0,2019-06-30 19:02:02,2019-06-30 20:13:40,5.0,1.0,2.0,True,1.0,True,1,6,"331    1
Name: response_code, dtype: int64","331    0
Name: rlength, dtype: int64","331    False
Name: url_after_redirects, dtype: bool","331    http://appleidverification.servequake.com/
Name: url, dtype: object","1672    True
Name: domain_malicious, dtype: bool",N,34,0.5022397325851886,0,1,1,1,N,0,1,42.0,1.0,0.0,0.0,0.0,74,1,2,1,0,0,1000000.0,False
738,c16cmapq.blogspot.com,10108800.0,18.0,18.0,1.0,,,,,,,,,1,5,"700    1
Name: response_code, dtype: int64","700    3974
Name: rlength, dtype: int64","700    True
Name: url_after_redirects, dtype: bool","700    https://c16cmapq.blogspot.com/
Name: url, dtype: object","1696    True
Name: domain_malicious, dtype: bool",N,21,0.45671956484458415,0,0,0,0,N,0,1,30.0,1.0,0.0,0.0,0.0,62,1,2,0,0,0,1000000.0,False
739,zetajizsi.dyndns.biz,0.0,2.0,2.0,1.0,,,,,,,,,1,5,"315    1
Name: response_code, dtype: int64","315    0
Name: rlength, dtype: int64","315    False
Name: url_after_redirects, dtype: bool","315    http://zetajizsi.dyndns.biz/manager/beta/sgckn...
Name: url, dtype: object","1115    False
Name: domain_malicious, dtype: bool",N,20,0.4308049217994888,0,0,0,0,N,0,1,48.666668,2.6666667,0.0,6.1282587,0.0,81,1,2,0,0,0,1000000.0,False
740,jpmorgang5e-securacc-chaseacc62df6we.000webhostapp.com,3456000.0,7.0,7.0,1.0,,,,,,,,,1,8,"359    1
Name: response_code, dtype: int64","359    30867
Name: rlength, dtype: int64","359    True
Name: url_after_redirects, dtype: bool","359    https://jpmorgang5e-securacc-chaseacc62df6we.0...
Name: url, dtype: object","1749    True
Name: domain_malicious, dtype: bool",N,54,0.5390592878657068,0,1,0,1,N,2,1,63.0,1.0,0.0,0.0,0.0,81,1,0,1,0,0,1000000.0,False
741,datadropbox22761234.ddns.net,0.0,3.0,3.0,1.0,2019-06-20 10:36:24,2019-06-20 10:36:24,2.0,1.0,1.0,True,1.0,True,1,5,"993    1
Name: response_code, dtype: int64","993    0
Name: rlength, dtype: int64","993    False
Name: url_after_redirects, dtype: bool","993    http://datadropbox22761234.ddns.net/dropboxser...
Name: url, dtype: object","811    False
Name: domain_malicious, dtype: bool",N,28,0.49933502140446917,0,1,0,0,N,0,1,57.0,2.0,0.0,0.0,0.0,81,1,2,2,0,0,1000000.0,False
742,accessaccntappleverify.homesecuritymac.com,10627200.0,24.0,24.0,1.0,2019-06-25 09:39:03,2019-06-26 09:14:22,7.0,1.0,1.0,True,1.0,True,1,6,"622    1
Name: response_code, dtype: int64","622    241
Name: rlength, dtype: int64","622    True
Name: url_after_redirects, dtype: bool","622    http://accessaccntappleverify.homesecuritymac....
Name: url, dtype: object","1023    True
Name: domain_malicious, dtype: bool",N,42,0.4872215037851744,0,1,2,1,N,0,1,50.0,1.0,0.0,0.0,0.0,81,1,0,1,0,0,1000000.0,False
743,cpanel.securedloginonline.mylftv.com,14169600.0,40.0,40.0,1.0,,,,,,,,,1,9,"868    1
Name: response_code, dtype: int64","868    0
Name: rlength, dtype: int64","868    False
Name: url_after_redirects, dtype: bool","868    http://cpanel.securedloginonline.mylftv.com/
Name: url, dtype: object","1022    True
Name: domain_malicious, dtype: bool",N,36,0.4994883301172577,0,0,2,0,N,0,2,44.0,1.0,0.0,0.0,0.0,76,1,3,0,0,0,1000000.0,False
744,webmail.chatwhatsappbkp.wikaba.com,3024000.0,7.0,7.0,1.0,,,,,,,,,1,5,"691    1
Name: response_code, dtype: int64","691    0
Name: rlength, dtype: int64","691    False
Name: url_after_redirects, dtype: bool","691    http://webmail.chatwhatsappbkp.wikaba.com/
Name: url, dtype: object","1525    True
Name: domain_malicious, dtype: bool",N,34,0.4648691545879205,0,0,0,1,N,0,2,42.0,1.0,0.0,0.0,0.0,74,1,3,1,0,0,1000000.0,False
