,Unnamed: 0,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg)
750,750,get-office365.live,get-office365.live,2019-05-28,2019-07-22,56,1,1,True,1,True,N,18,0.4604428008635821,0,0,1,0,N,1,0,Attacker-Created,52.0,0.0,52.0,52.0,0.0,0,10,200,False,198.54.115.129,784,33,20,204061.0
751,751,confirmationcentre.cf,confirmationcentre.cf,2019-06-17,2019-08-11,28,2,3,True,2,True,Y,21,0.4210052791302985,0,0,0,0,N,0,0,Attacker-Created,17.0,0.0,17.0,17.0,0.0,0,7,200,False,192.254.235.245,4163,29,3,415610.0
752,752,kewel.site,abes3.kewel.site,2019-07-16,2019-07-17,11,1,1,True,1,True,N,16,0.40625,0,0,0,0,N,0,1,Attacker-Created,1.0,0.0,1.0,0.0,0.0,0,6,200,False,83.136.216.165,9319,24,24,701748.0
753,753,ibuyceres.top,ibuyceres.top,2019-06-16,2019-08-18,29,3,2,True,2,None,Y,13,0.4433241792260305,0,0,0,1,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,5,200,False,104.18.54.96,163,22,0,953126.0
754,754,drunkenrant.xyz,drunkenrant.xyz,2019-06-26,2019-08-27,60,4,1,True,1,True,Y,15,0.4320706023176381,0,0,0,0,N,0,0,Attacker-Created,6.0,1.0,5.0,5.0,0.0,0,6,200,False,104.18.52.248,4080,53,0,866371.0
755,755,setuporiginalheavilyproduct.icu,setuporiginalheavilyproduct.icu,2019-06-15,2019-08-18,313,3,1,True,1,True,N,31,0.5033273982675465,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,1.0,1.0,0.0,2,6,404,False,192.64.119.40,568,133,47,568881.6666666666
756,756,lurjkwemehgawesmtp.com,sign-in-limited.pay.pal-center.lurjkwemehgawesmtp.com,2019-07-21,2019-07-22,70,1,1,True,1,None,N,53,0.531935561378304,0,0,0,1,N,3,3,Attacker-Created,2.0,0.0,2.0,0.0,0.0,0,10,200,True,178.128.27.187,45583,61,22,522773.0
757,757,tandabu.space,tandabu.space,2019-06-11,2019-08-16,1963,2,1,True,1,True,N,13,0.4168348805818624,0,0,0,0,N,0,0,Attacker-Created,40.0,6.0,34.0,34.0,0.0,0,5,200,False,92.63.192.131,676,21,49,547452.0
758,758,anyonebutborris.xyz,anyonebutborris.xyz,2019-05-27,2019-08-08,49,5,1,True,1,None,Y,19,0.4652014559508079,0,0,0,0,N,0,0,Attacker-Created,10.0,1.0,9.0,9.0,0.0,0,11,200,False,104.198.24.176,89051,27,3,270750.0
759,759,jppost-no.com,jppost-no.com,2019-04-08,2019-06-21,314,9,1,True,1,None,N,13,0.3976041113510931,0,0,0,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,7,200,False,66.11.117.70,2343596,34,96,197510.0
760,760,jppost-so.com,jppost-so.com,2019-04-06,2019-06-19,137,7,1,True,1,None,N,13,0.3783733421203239,0,0,0,0,N,1,0,Attacker-Created,94.0,0.0,94.0,94.0,0.0,0,5,200,False,198.44.228.130,1598,52,77,534489.0
761,761,bayhypertpb.xyz,bayhypertpb.xyz,2019-03-16,2019-05-29,973,2,1,True,1,True,Y,15,0.4154039356509715,0,0,0,1,N,0,0,Attacker-Created,779.0,0.0,779.0,779.0,0.0,0,5,None,False,on,None,38,124,573629.5
762,762,sjhsyrdc.ru,sjhsyrdc.ru,2019-07-25,2019-08-27,146,3,1,True,1,None,N,11,0.3869744092943177,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,56,0,362863.0
763,763,jppost-be.com,jppost-be.com,2019-04-11,2019-06-26,283,6,1,True,1,None,N,13,0.4240934099952612,0,0,0,0,N,1,0,Attacker-Created,181.0,0.0,181.0,181.0,0.0,0,6,404,False,66.11.117.69,1163,32,125,534487.0
764,764,jppost-gu.com,jppost-gu.com,2019-04-10,2019-06-25,300,11,1,True,1,None,N,13,0.4240934099952612,0,0,0,0,N,1,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,6,None,False,104.143.94.204,None,31,123,153432.0
765,765,sapotoforincorp.com,signinconfirmation.accounts-appleid.sapotoforincorp.com,2019-05-29,2019-08-11,64,1,1,True,1,None,N,55,0.4825592034639182,0,1,0,1,N,1,2,Attacker-Created,6.0,0.0,6.0,0.0,0.0,1,7,404,False,142.4.28.127,359,179,0,347582.0
766,766,sapotocorpincloude.com,signinconfirmation.accounts-appleid.sapotocorpincloude.com,2019-05-29,2019-08-11,17,1,1,True,1,None,N,58,0.4891571180713083,0,1,0,1,N,1,2,Attacker-Created,5.0,0.0,5.0,0.0,0.0,0,9,404,False,142.4.28.127,359,66,15,395570.0
767,767,duniailkom.icu,duniailkom.icu,2019-05-20,2019-08-17,450,3,2,True,1,None,N,14,0.4156078493373016,0,0,0,0,N,0,0,Attacker-Created,44.0,0.0,44.0,44.0,3.0,0,8,200,True,104.27.189.70,7741,24,1,591409.0
768,768,stquehuong.online,stquehuong.online,2019-05-09,2019-08-08,193,3,1,True,1,None,Y,17,0.4318527953958828,0,0,0,0,N,0,0,Attacker-Created,17.0,7.0,10.0,10.0,0.0,0,7,200,False,198.252.105.105,12925,31,0,745088.75
769,769,ppopooioi.org.uk,ppopooioi.org.uk,2019-07-12,2019-10-12,65,2,1,True,1,None,N,16,0.34090212316881474,0,0,0,0,N,0,1,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,9,200,True,8.208.21.201,19613,32,30,681507.0
770,770,bwqppqguwr.xyz,bwqppqguwr.xyz,2019-03-27,2019-07-01,90,2,1,True,1,True,Y,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,20.0,0.0,20.0,20.0,0.0,0,6,200,False,185.222.202.20,1386,22,70,455989.0
771,771,mobilejobs.in,mobilejobs.in,2019-05-22,2019-08-28,117,4,5,True,3,None,N,13,0.404862640764492,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,2.0,0,5,404,False,5.189.153.142,1148,57,0,555806.0
772,772,77vbafa.cf,77vbafa.cf,2019-08-17,2019-09-08,19,1,1,True,1,True,Y,10,0.3402410164862569,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,9,200,False,107.180.26.77,29550,18,0,82312.0
773,773,bjaiuhngaba.ml,bjaiuhngaba.ml,2019-08-17,2019-09-08,46,1,1,True,1,True,Y,14,0.4156078493373017,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,7,200,True,107.180.26.77,25009,28,0,47276.0
774,774,confirmyour.ml,confirmyour.ml,2019-08-15,2019-08-20,161,1,1,True,1,None,Y,14,0.4223479138995887,0,0,1,0,N,0,0,Attacker-Created,18.0,0.0,18.0,18.0,0.0,0,13,200,True,192.185.89.94,322127,29,2,661119.0
775,775,whatsapp-de.com,whatsapp-de.com,2019-08-11,2019-08-14,117,1,1,True,1,True,N,15,0.4550279987754834,0,0,0,0,N,1,0,Attacker-Created,41.0,0.0,41.0,41.0,0.0,0,9,200,True,199.250.208.144,7588,23,1,377421.0
776,776,nvabvaofaf.cf,nvabvaofaf.cf,2019-08-13,2019-08-13,3,1,1,True,1,True,Y,13,0.3518840434761557,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,1,8,200,False,160.153.133.151,25008,52,1,27988.0
777,777,jganbvavbaiuf.ml,jganbvavbaiuf.ml,2019-08-10,2019-08-21,4,1,1,True,1,True,Y,16,0.4316024408207701,0,0,0,0,N,0,0,Attacker-Created,5.0,1.0,4.0,4.0,0.0,0,5,200,True,160.153.133.151,7590,25,0,56014.0
778,778,abcdpryax.com,abcdpryax.com,2019-08-08,2020-01-04,162,1,1,True,1,None,N,13,0.4240934099952612,0,0,0,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,5,200,False,69.167.28.154,1345,21,1,500422.0
779,779,tiuuugjaiuvhava.ml,tiuuugjaiuvhava.ml,2019-08-08,2019-11-03,70,1,1,True,1,True,Y,18,0.4048872453080265,0,0,0,0,N,0,0,Attacker-Created,10.0,1.0,9.0,9.0,0.0,0,6,200,False,160.153.133.151,29550,26,1,40052.0
780,780,kooopoopa.ml,kooopoopa.ml,2019-08-10,2019-09-14,46,1,1,True,1,True,Y,12,0.3063532254199529,0,0,0,0,N,0,0,Attacker-Created,10.0,1.0,9.0,9.0,0.0,1,8,200,False,107.180.26.77,25008,51,1,20637.0
781,781,sfvnafnaf.cf,sfvnafnaf.cf,2019-08-08,2019-10-01,6,1,1,True,1,True,Y,12,0.32312031562255994,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,7,200,False,160.153.133.151,25008,37,1,89648.0
782,782,xkikvjizjviojvba.ml,xkikvjizjviojvba.ml,2019-08-07,2019-11-01,84,1,1,True,1,True,Y,19,0.4239865797864628,0,0,0,0,N,0,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,8,200,False,160.153.133.151,29550,27,1,89810.0
783,783,vhiushbagaf.ml,vhiushbagaf.ml,2019-08-07,2019-08-08,4,1,1,True,1,True,Y,14,0.4402050536856128,0,0,0,0,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,5,200,True,160.153.133.151,7586,22,7,89777.0
784,784,v3fig.info,fi1o0k.v3fig.info,2019-08-07,2019-12-14,52,1,2,True,1,None,Y,17,0.4115962691095487,0,0,0,0,N,0,1,Attacker-Created,120.0,9.0,4.0,0.0,0.0,21,5,200,False,91.202.63.42,51008,724,1,402089.0
785,785,brudnyromans.eu,brudnyromans.eu,2019-06-23,2019-10-12,96,2,2,True,2,True,N,15,0.4383613321088168,0,0,0,0,N,0,0,Attacker-Created,7.0,1.0,6.0,6.0,0.0,0,8,200,False,194.181.228.45,2425,23,55,681487.0
786,786,id541297.com,pp47374769.id541297.com,2019-08-06,2019-08-14,83,2,1,True,1,True,N,23,0.4635165090632614,0,0,0,0,N,0,1,Attacker-Created,93.0,0.0,92.0,0.0,55.0,2,15,404,False,185.174.100.29,322,95,3,501909.0
787,787,destingulfgate.icu,destingulfgate.icu,2019-03-16,2019-07-05,140,4,1,True,1,True,N,18,0.4517961868006754,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,5,None,False,on,None,40,0,593798.0
788,788,qwfhafaavf.ml,qwfhafaavf.ml,2019-08-05,2019-08-22,5,1,1,True,1,True,Y,13,0.3711148127069249,0,0,0,0,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,1,7,200,False,160.153.133.151,25008,52,1,68515.0
789,789,ciogjagaaf.ml,ciogjagaaf.ml,2019-08-05,2019-08-05,3,1,1,True,1,True,Y,13,0.3976041113510931,0,0,0,0,N,0,0,Attacker-Created,9.0,1.0,8.0,8.0,0.0,0,5,200,False,160.153.133.151,29550,21,0,91813.0
790,790,ordercancel.com,ordercancel.com,2019-08-06,2019-12-29,110,1,1,True,1,None,N,15,0.3987372689843048,0,0,0,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,1,6,404,False,165.22.1.206,74,32,0,335202.0
791,791,societeservice.cf,societeservice.cf,2019-07-31,2019-09-07,71,1,1,True,1,True,Y,17,0.3877351483370593,0,0,1,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,8,None,False,35.236.96.200,None,32,2,714288.0
792,792,afwuefgvagv.cf,afwuefgvagv.cf,2019-08-03,2019-08-03,1,1,1,True,1,True,Y,14,0.3798935697652535,0,0,0,0,N,0,0,Attacker-Created,4.0,1.0,3.0,3.0,0.0,0,5,200,True,160.153.133.151,29550,22,1,64488.0
793,793,qwijiuyfgaf.ml,qwijiuyfgaf.ml,2019-07-31,2019-09-15,27,1,1,True,0,None,Y,14,0.4402050536856128,0,0,0,0,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,6,200,False,160.153.133.151,25008,39,0,61795.0
794,794,feltproskale.top,feltproskale.top,2019-07-31,2020-01-04,304,1,1,True,0,None,Y,16,0.421875,0,0,0,0,N,0,0,Attacker-Created,17.0,1.0,16.0,16.0,0.0,0,7,404,False,91.234.99.123,0,49,1,741640.0
795,795,iwoejiojajag.cf,iwoejiojajag.cf,2019-07-31,2019-09-07,21,1,1,True,1,True,Y,15,0.3987372689843048,0,0,0,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,5,200,False,160.153.133.151,29550,24,0,94598.0
796,796,excelaires.com,excelaires.com,2019-06-20,2019-10-18,123,2,1,True,1,True,N,14,0.4156078493373017,0,0,0,0,N,0,0,Attacker-Created,39.0,0.0,39.0,39.0,0.0,0,6,200,False,31.220.21.123,1161,28,1,606783.5
797,797,bcpzonasegurebeta-viabcp.com,bcpzonasegurebeta-viabcp.com,2019-07-25,2020-01-02,365,2,2,True,3,None,N,28,0.4981535021318477,0,0,0,0,N,1,0,Attacker-Created,11.0,1.0,10.0,10.0,0.0,0,13,404,False,213.190.6.86,2457,56,3,485837.0
798,798,hostpp2.gq,hostpp2.gq,2019-07-24,2019-08-03,64,2,1,True,1,True,Y,10,0.3902410164862569,0,0,0,0,N,0,0,Attacker-Created,23.0,0.0,23.0,23.0,0.0,0,5,403,False,40.121.17.110,564,27,3,39078.0
799,799,bjoaijvajf.ml,bjoaijvajf.ml,2019-07-22,2019-09-21,60,1,1,True,1,True,Y,13,0.3976041113510931,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,200,True,160.153.133.149,1963,21,10,58741.0
800,800,fomoportugal.com,fomoportugal.com,2019-07-23,2019-12-26,306,1,1,True,1,True,N,16,0.421875,0,0,0,0,N,0,0,Attacker-Created,77.0,0.0,77.0,77.0,0.0,0,17,200,False,207.55.244.103,601600,31,14,332648.0
801,801,hadleftroberts.tk,hadleftroberts.tk,2019-07-19,2019-08-19,3429,3,1,True,0,None,Y,17,0.446558677748824,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,10,404,True,185.86.77.77,0,25,30,403780.0
802,802,javier2.com,javier2.com,2019-07-19,2019-07-23,89,1,1,True,1,None,N,11,0.4324289625662561,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,7,404,True,3.123.19.98,0,34,16,296729.0
803,803,oqigoijgoaga.cf,oqigoijgoaga.cf,2019-07-18,2019-08-12,7,1,1,True,1,True,Y,15,0.3757798725264596,0,0,0,0,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,7,200,False,160.153.133.149,1963,23,16,42346.0
804,804,bcalkfzflk.ml,bcalkfzflk.ml,2019-07-14,2019-07-26,33,1,1,True,1,True,Y,13,0.3783733421203239,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,9,200,True,160.153.133.151,7584,21,30,41884.0
805,805,takexkey.com,takexkey.com,2019-07-14,2020-01-04,1079,2,1,True,1,True,N,12,0.4064536489558933,0,0,0,0,N,0,0,Attacker-Created,18.0,0.0,18.0,18.0,0.0,0,12,200,False,104.24.115.156,14868,21,20,266932.0
806,806,andamankarateassociation.in,andamankarateassociation.in,2019-07-13,2020-01-04,85,1,1,True,1,None,N,27,0.4165536661032005,0,0,0,0,N,0,0,Attacker-Created,79.0,2.0,77.0,77.0,11.0,0,6,200,False,166.62.27.183,20377,36,2,796290.0
807,807,updatemiicrosoft.pro,static.updatemiicrosoft.pro,2019-08-05,2020-01-02,4154,2,4,True,1,None,N,27,0.4577416174700741,0,0,1,1,N,0,1,Attacker-Created,124.0,3.0,49.0,0.0,15.0,0,7,200,False,78.140.190.115,381,75,0,36846.77777777778
808,808,mahbid.ir,mahbid.ir,2019-07-13,2020-01-04,534,1,1,True,1,None,N,9,0.3684628534673422,0,0,0,0,N,0,0,Attacker-Created,18.0,2.0,16.0,16.0,0.0,0,16,200,False,185.55.225.217,42881,35,6,731549.0
809,809,topk3ys.com,topk3ys.com,2019-07-12,2020-01-03,299,2,1,True,1,True,N,11,0.409701685930287,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,10,200,False,104.27.164.2,4052,19,30,105054.0
810,810,vijaivjaa.cf,vijaivjaa.cf,2019-07-10,2019-10-06,86,1,1,True,1,True,Y,12,0.3360902367169199,0,0,0,0,N,0,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,7,200,True,160.153.133.151,7582,20,38,177342.0
811,811,igoagjagjag.ml,igoagjagjag.ml,2019-07-11,2019-08-10,69,1,1,True,1,True,Y,14,0.3441792840509677,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,12,200,True,160.153.133.151,29550,22,22,118389.0
812,812,spitechweb.in,spitechweb.in,2019-05-08,2019-09-25,3131,1,1,True,1,True,N,13,0.4240934099952612,0,0,0,0,N,0,0,Attacker-Created,94.0,0.0,94.0,94.0,0.0,0,16,200,False,108.179.246.87,18402,46,30,839064.5
813,813,goandliefront.tk,goandliefront.tk,2019-07-08,2019-07-26,84,1,1,True,0,None,Y,16,0.453125,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,9,404,True,185.86.77.77,0,24,31,449982.0
814,814,toithaymahaha1.tk,toithaymahaha1.tk,2019-07-07,2019-07-07,8,1,1,True,1,True,Y,17,0.3821845044036664,0,0,0,0,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,6,None,False,on,None,25,33,564157.0
815,815,securitalogin.pro,securitalogin.pro,2019-07-08,2019-12-29,328,2,2,True,2,None,N,17,0.4668152040351581,0,0,1,0,N,0,0,Attacker-Created,4.0,2.0,2.0,2.0,0.0,0,5,200,False,2.57.89.173,771,25,0,573277.0
816,816,rjiogaighjga.ml,rjiogaighjga.ml,2019-07-05,2019-09-17,56,1,1,True,1,True,Y,15,0.3987372689843048,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,10,200,True,160.153.133.151,29550,23,34,130461.0
817,817,tipoeioajga.ml,tipoeioajga.ml,2019-07-04,2019-10-03,77,1,1,True,1,True,Y,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,10,200,True,160.153.133.151,29550,22,35,140255.0
818,818,tipoeioajga.ml,tipoeioajga.ml,2019-07-04,2019-10-03,77,1,1,True,1,True,Y,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,10,200,True,160.153.133.151,29550,22,35,140255.0
819,819,loekofpjaga.ml,loekofpjaga.ml,2019-07-05,2019-07-26,26,1,1,True,1,True,Y,14,0.4223479138995887,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,9,200,True,160.153.133.151,29550,22,34,439591.0
820,820,hoajkmaobma.cf,hoajkmaobma.cf,2019-07-03,2019-09-26,67,1,1,True,1,True,Y,14,0.3977507095512776,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,12,200,True,160.153.133.151,7586,22,42,135501.0
821,821,jgoajgaogjag.ml,jgoajgaogjag.ml,2019-07-03,2019-10-01,52,1,1,True,1,True,Y,15,0.3257798667937046,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,9,200,False,107.180.2.210,1963,23,34,169795.0
822,822,dpofpaofkaf.cf,dpofpaofkaf.cf,2019-07-03,2019-09-28,63,1,1,True,1,True,Y,14,0.35091934861325474,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,9,200,False,107.180.2.210,1963,22,34,77941.0
823,823,uwapougpag.ml,uwapougpag.ml,2019-07-03,2019-09-30,56,1,1,True,1,True,Y,13,0.3856318715337228,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,9,200,False,107.180.2.210,1963,21,41,180127.0
824,824,baseult.com,baseult.com,2019-07-04,2019-12-05,1047,1,1,True,1,True,N,11,0.4324289625662561,0,0,0,1,N,0,0,Attacker-Created,39.0,8.0,31.0,31.0,0.0,0,7,200,False,198.187.31.221,1011,31,7,631644.8
825,825,oajgoajgag.ml,oajgoajgag.ml,2019-07-04,2019-07-26,64,1,1,True,1,True,Y,13,0.33265327424538643,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,10,200,True,160.153.133.151,29550,21,27,340798.0
826,826,powerbit.us,powerbit.us,2019-07-04,2020-01-04,208,3,2,True,1,True,N,11,0.4324289625662561,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,1.0,0,12,200,False,185.87.187.198,3288,19,39,280090.0
827,827,owekowkjfwf.ml,owekowkjfwf.ml,2019-07-03,2019-09-30,77,1,1,True,1,True,Y,14,0.3798935697652535,0,0,0,0,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,9,200,True,160.153.133.151,7586,22,42,180120.0
828,828,noqwmdfaf.ml,noqwmdfaf.ml,2019-07-03,2019-09-27,67,1,1,True,1,True,Y,12,0.4064536489558933,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,9,200,False,107.180.2.210,1963,20,36,123267.0
829,829,moaijvaojva.cf,moaijvaojva.cf,2019-07-03,2019-09-29,8,1,1,True,1,True,Y,14,0.3798935697652535,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,False,160.153.133.149,1963,22,42,332492.0
830,830,moajgaojgag.cf,moajgaojgag.cf,2019-07-03,2019-09-28,70,1,1,True,1,True,Y,14,0.35529636541694243,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,9,200,False,107.180.2.210,1963,22,34,68778.0
831,831,jaoigjagag.ml,jaoigjagag.ml,2019-06-30,2019-09-22,59,1,1,True,1,True,Y,13,0.3518840434761557,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,12,200,False,160.153.133.149,1963,21,42,178918.0
832,832,user-verify.top,user-verify.top,2019-06-30,2020-01-02,551,2,1,True,1,True,Y,15,0.4550279987754834,0,0,1,0,N,1,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,11,200,False,104.28.6.214,8468,120,32,522360.0
833,833,werwoerkwrf.cf,werwoerkwrf.cf,2019-06-29,2019-09-27,63,1,1,True,1,True,Y,14,0.35529636541694243,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,9,200,False,107.180.2.210,1963,22,42,373183.0
834,834,canimpotqc.com,canimpotqc.com,2019-06-30,2019-12-30,206,2,5,True,1,True,N,14,0.3977507095512776,0,0,0,0,N,0,0,Attacker-Created,23.0,0.0,23.0,23.0,0.0,0,13,200,False,185.87.187.198,12631,60,32,799610.0
835,835,jollfakgpag.cf,jollfakgpag.cf,2019-06-29,2019-08-29,9,1,1,True,1,True,Y,14,0.4044907741135645,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,10,200,False,107.180.2.210,1963,22,42,72108.0
836,836,hopahgoiagana.cf,hopahgoiagana.cf,2019-06-28,2019-09-22,73,1,1,True,1,True,Y,16,0.390625,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,11,200,False,107.180.2.210,1963,24,35,113659.0
837,837,roiejoajgag.ml,roiejoajgag.ml,2019-06-27,2019-09-19,59,1,1,True,1,True,Y,14,0.4044907741135645,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,8,200,False,160.153.133.149,1963,22,42,224863.0
838,838,qwqwoadadf.ml,qwqwoadadf.ml,2019-06-29,2019-08-16,37,1,1,True,1,True,Y,13,0.3856318715337228,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,9,200,False,107.180.2.210,1963,21,42,145489.0
839,839,ttavauigjavg.ml,ttavauigjavg.ml,2019-06-29,2019-09-27,47,1,1,True,1,True,Y,15,0.3987372689843048,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,9,200,False,107.180.2.210,1963,23,40,108480.0
840,840,bemobtrk.com,qugc5.bemobtrk.com,2017-09-30,2019-08-25,2131,146,5,True,2,None,N,18,0.4517961868006754,0,0,0,0,N,0,1,Attacker-Created,1477.0,0.0,135.0,0.0,93.0,0,8,200,True,52.22.199.44,35177,66,92,10037.139344262296
841,841,memuplay.com,dl.memuplay.com,2019-07-30,2019-07-30,3,1,2,True,1,True,N,15,0.4154039356509715,0,0,0,1,N,0,1,Compromised,318.0,0.0,144.0,0.0,67.0,0,5,200,False,47.246.18.232,3172952,78,6,8624.88524590164
842,842,xiaomi.com,f2.market.xiaomi.com,2016-02-25,2018-06-05,9,9,2,True,1,None,N,20,0.4433049217994888,0,0,0,0,N,0,2,Compromised,2146.0,7.0,468.0,0.0,394.0,0,5,200,False,157.185.176.56,28832096,88,289,1728.2131147540983
843,843,sikayetvar.com,www.sikayetvar.com,2014-04-07,2019-10-30,16899561,19,2,True,1,None,N,18,0.4604428008635821,0,0,0,0,N,0,1,Compromised,194.0,74.0,119.0,0.0,28.0,0,5,200,False,104.25.123.101,126463,53,878,8928.122950819672
844,844,softgozar.com,forum.softgozar.com,2013-07-18,2020-01-04,36794,6,2,True,2,True,N,19,0.4257277717402816,0,0,0,0,N,0,1,Compromised,97.0,0.0,83.0,0.0,80.0,0,5,200,True,195.201.12.83,304352,52,14,9376.696721311475
845,845,desidime.com,links.desidime.com,2012-10-15,2019-10-10,41672,7,2,True,2,True,N,18,0.4187761341969155,0,0,0,0,N,0,1,Compromised,34.0,2.0,20.0,0.0,0.0,2,6,403,False,104.20.57.177,3065,62,38,14246.0
846,846,downloadastro.com,microsoft_excel.de.downloadastro.com,2014-12-30,2020-01-03,2429,4,1,True,1,True,N,36,0.4846804734338399,0,1,0,1,N,0,2,Compromised,1359.0,0.0,648.0,0.0,612.0,3,5,200,False,108.163.213.235,26180,126,497,1645.0901639344263
847,847,nios.ac.in,oer.nios.ac.in,2012-05-30,2020-01-04,63938,2,2,True,1,None,N,14,0.3798935697652535,0,0,0,0,N,0,2,Compromised,29.0,1.0,19.0,0.0,0.0,0,5,200,False,220.156.189.117,1292,66,416,7215.213114754099
848,848,xunlei.com,plugin.pc.xunlei.com,2019-07-30,2019-07-30,39,3,1,True,1,None,N,20,0.4355229691428728,0,0,0,0,N,0,2,Attacker-Created,566.0,84.0,24.0,0.0,7.0,0,5,200,False,39.104.39.191,1406432,61,85,1880.22131147541
849,849,pardot.com,storage.pardot.com,2019-08-08,2019-08-12,20,1,7,True,1,None,N,18,0.4326650230858044,0,0,0,0,N,0,1,Compromised,4039.0,1228.0,568.0,0.0,88.0,0,5,403,False,13.33.155.198,243,83,1,14061.442622950819
850,850,xsrv.jp,immigrating.xsrv.jp,2015-11-01,2019-12-25,2650,1,1,True,1,True,N,19,0.4470771989837455,0,0,0,0,N,0,1,Attacker-Created,315.0,0.0,29.0,0.0,27.0,1,6,404,False,183.90.232.29,2814,54,0,5804.7213114754095
