,Unnamed: 0,Unnamed: 0.1,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg),url,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path
1225,1225,1225,address-verfication-apple-jp.ga,address-verfication-apple-jp.ga,2019-08-09,2019-08-12,27,1,1,True,1,True,Y,31,0.4972395952438253,0,1,0,1,N,3,0,Attacker-Created,17.0,0.0,17.0,17.0,0.0,1,10,404,False,211.125.67.151,16,81,1,0.0,"531    https://address-verfication-apple-jp.ga/Login....
Name: url, dtype: object",17.0,1.1176469999999998,0.1764706,6.882353,0.0,1,1,1,0,0
1226,1226,1226,address-verfication-apple-jp.ml,address-verfication-apple-jp.ml,2019-08-09,2019-08-12,24,1,1,True,1,True,Y,31,0.5022602098609968,0,1,0,1,N,3,0,Attacker-Created,13.0,0.0,13.0,13.0,0.0,0,10,200,False,211.125.67.151,163,82,1,0.0,"1087    https://address-verfication-apple-jp.ml/Login....
Name: url, dtype: object",13.0,1.0769231000000001,0.15384616,3.6923077000000006,0.0,1,1,1,0,0
1227,1227,1227,address-verfication-apple-jp.tk,address-verfication-apple-jp.tk,2019-08-09,2019-08-12,24,1,1,True,1,True,Y,31,0.502260209860997,0,1,0,1,N,3,0,Attacker-Created,17.0,0.0,17.0,17.0,0.0,2,8,200,False,211.125.67.151,1220,81,0,0.0,"922    https://address-verfication-apple-jp.tk/Login....
Name: url, dtype: object",17.0,1.1764706,0.29411766,7.0,0.0,1,1,1,0,0
1228,1228,1228,address-verfication-apple-jpn.tk,address-verfication-apple-jpn.tk,2019-08-09,2019-11-09,120,1,1,True,1,True,Y,32,0.50382988164154,0,1,0,1,N,3,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,10,200,False,211.125.67.151,163,72,1,0.0,"367    http://address-verfication-apple-jpn.tk/
Name: url, dtype: object",10.0,1.2,0.1,6.5,0.0,1,1,1,0,0
1229,1229,1229,activity-account-appleid.com,mail.activity-account-appleid.com,2017-07-25,2019-11-17,33,1,1,True,1,True,N,33,0.4761747040413108,0,1,2,1,N,2,1,Attacker-Created,6.0,0.0,6.0,0.0,3.0,0,5,None,False,180.250.171.156,None,73,499,0.0,"715    http://mail.activity-account-appleid.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,1,0,0
1230,1230,1230,acesse-appleid.com,acesse-appleid.com,2019-03-14,2020-01-02,199,2,2,True,2,None,N,18,0.4326650230858043,0,1,0,2,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,404,False,185.224.138.165,618,59,99,0.0,"1287    http://acesse-appleid.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1231,1231,1231,alert-shoping-apple.com,alert-shoping-apple.com,2019-04-02,2020-01-04,302,1,1,True,1,True,N,23,0.485255639498044,0,1,1,1,N,2,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,200,True,162.241.253.57,7604,71,77,0.0,"984    http://alert-shoping-apple.com/404.html
Name: url, dtype: object",3.0,1.0,0.0,9.0,0.0,1,1,1,0,0
1232,1232,1232,app-apple.live,app-apple.live,2019-04-06,2019-08-10,185,4,3,True,3,None,N,14,0.3509193486132547,0,1,0,2,N,1,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,6,200,True,93.170.123.126,2416,53,116,0.0,"13    http://app-apple.live/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1233,1233,1233,apple-account-overview.com,apple-account-overview.com,2019-07-18,2019-07-18,18,2,1,True,1,None,N,26,0.4805133007412982,0,1,1,1,N,2,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,10,200,False,50.63.202.32,1963,67,15,0.0,"1213    http://apple-account-overview.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1234,1234,1234,apple-activation-update.com,apple-activation-update.com,2019-08-06,2019-08-08,21,1,1,True,1,None,N,27,0.4670008767293332,0,1,1,1,N,2,0,Attacker-Created,31.0,0.0,31.0,31.0,0.0,3,5,403,False,162.241.130.152,194,81,0,0.0,"170    https://apple-activation-update.com/account/?v...
Name: url, dtype: object",31.0,1.5483870000000002,0.32258064,6.064516,0.0,1,1,1,0,0
1235,1235,1235,appleactive-helpsafetly.tk,appleactive-helpsafetly.tk,2019-07-28,2019-07-28,4,1,1,True,1,True,Y,26,0.4576532643233106,0,1,1,1,N,1,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,7,None,False,on,None,73,15,0.0,"345    http://appleactive-helpsafetly.tk/account
Name: url, dtype: object",10.0,1.0,0.0,3.1,0.0,1,1,1,0,0
1236,1236,1236,apple-ajustes.com,apple-ajustes.com,2019-03-17,2020-01-02,230,5,2,True,2,None,N,17,0.4521093216822169,0,1,0,1,N,1,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,7,200,False,198.54.117.197,4975,58,140,0.0,"1105    http://apple-ajustes.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1237,1237,1237,apple-alerts.us,apple-alerts.us,2015-09-21,2019-07-06,144,5,4,True,4,None,N,15,0.40502799877548346,0,1,0,1,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,True,178.21.10.45,1,56,1409,0.0,"1146    http://apple-alerts.us/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1238,1238,1238,appleappleid.info,appleappleid.info,2019-05-12,2019-05-28,92,1,1,True,1,None,Y,17,0.3932857922704522,0,2,0,2,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,2.0,0,8,404,False,162.144.36.128,10201,65,70,0.0,"1188    http://appleappleid.info/session
Name: url, dtype: object",4.0,1.0,0.0,6.25,0.0,1,1,1,0,0
1239,1239,1239,apple-appleid.us,apple-appleid.us,2016-09-27,2019-04-23,26,3,6,True,3,None,N,16,0.390625,0,2,0,2,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,404,False,162.248.164.41,1057,56,1145,0.0,"487    http://apple-appleid.us/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1240,1240,1240,apple-apfld.com,apple-apfld.com,2019-06-01,2020-01-03,151,1,1,True,1,None,N,15,0.4154039356509715,0,1,0,1,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,404,False,210.56.61.222,315,55,74,0.0,"677    http://apple-apfld.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1241,1241,1241,apple-apfib.com,apple-apfib.com,2019-05-21,2020-01-03,386,1,1,True,1,None,N,15,0.43207060231763816,0,1,0,1,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,11,404,False,210.56.61.222,315,64,78,0.0,"70    http://apple-apfib.com/index.html
Name: url, dtype: object",3.0,1.0,0.0,11.0,0.0,1,1,1,0,0
1242,1242,1242,apple-appleid-email.com,apple-appleid-email.com,2019-01-29,2020-01-03,230,2,2,True,2,None,N,23,0.41183294846607177,0,2,0,2,N,2,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,5,404,False,185.224.138.163,618,63,170,0.0,"560    http://apple-appleid-email.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1243,1243,1243,applecare-support.com,applecare-support.com,2014-11-11,2019-08-05,467,8,7,True,6,True,N,21,0.4418967958321887,0,1,1,0,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,200,False,74.63.242.18,3703,59,1382,0.0,"9    http://applecare-support.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1244,1244,1244,apple-center.dev,apple-center.dev,2019-07-02,2020-01-04,246,3,2,True,2,None,N,16,0.421875,0,1,0,1,N,1,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,200,False,167.99.234.72,163,56,42,0.0,"822    http://apple-center.dev/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1245,1245,1245,apple-buscar.support,mail.apple-buscar.support,2018-10-21,2019-10-21,925,5,2,True,2,None,Y,25,0.4667075950978065,0,1,0,1,N,1,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,5,404,False,199.188.201.174,27560,68,244,0.0,"111    http://mail.apple-buscar.support/id1
Name: url, dtype: object",3.0,1.0,0.0,4.0,0.0,1,2,1,0,0
1246,1246,1246,apple-build.tk,apple-build.tk,2019-05-23,2019-05-23,12,1,1,True,1,True,Y,14,0.4402050536856128,0,1,0,1,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,404,False,134.209.195.79,358,55,71,0.0,"1340    http://apple-build.tk/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1247,1247,1247,apple-com.app,apple-com.app,2018-08-23,2019-06-29,176,4,1,True,1,True,N,13,0.3664011023029535,1,1,0,1,N,1,0,Attacker-Created,14.0,0.0,14.0,14.0,8.0,0,5,None,False,107.173.129.149,None,53,329,0.0,"225    http://apple-com.app/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1248,1248,1248,apple-com.id,apple-com.id,2019-06-21,2020-01-04,97,1,1,True,1,None,N,12,0.42728698228922657,1,1,0,1,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,9,200,False,198.54.120.245,163,51,42,0.0,"66    http://apple-com.id/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1249,1249,1249,apple.com.im,www.apple.com.im,2017-10-17,2018-01-03,20,2,4,True,3,None,N,16,0.39445488164154,0,1,0,1,N,0,2,Attacker-Created,98.0,0.0,98.0,0.0,54.0,0,13,200,True,176.123.0.55,51493,59,43,885196.0,"878    https://www.apple.com.im/fr
Name: url, dtype: object",44.0,1.4318181,0.0,3.25,0.0,1,3,1,0,0
1250,1250,1250,appled-itunns.com,appled-itunns.com,2017-09-13,2018-10-25,177,2,2,True,1,None,N,17,0.4815210863880994,0,1,0,1,N,1,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,5,403,False,109.68.33.64,564,57,698,0.0,"901    http://appled-itunns.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1251,1251,1251,apple-gps-iphone-id.us,apple-gps-iphone-id.us,2019-08-13,2019-08-14,37,1,1,True,1,None,N,22,0.4508670945047791,0,1,0,1,N,3,0,Attacker-Created,22.0,3.0,19.0,19.0,0.0,1,8,200,True,27.255.65.73,329,80,0,0.0,"48    https://apple-gps-iphone-id.us/findI2Cv7?langu...
Name: url, dtype: object",22.0,1.0,0.54545456,7.9545455,0.0,1,1,1,0,0
1252,1252,1252,apple-greens.com,apple-greens.com,2016-03-04,2020-01-04,135793,47,5,True,3,None,N,16,0.4472274408207701,0,1,0,1,N,1,0,Attacker-Created,16.0,0.0,16.0,16.0,0.0,0,6,200,True,198.58.118.167,800,81,0,0.0,"869    http://apple-greens.com/b/opt/8613C8B9AF61318A...
Name: url, dtype: object",16.0,3.6875,0.0,31.6875,0.0,1,1,1,0,0
1253,1253,1253,apple-iclodcl.com,apple-iclodcl.com,2016-03-20,2020-01-02,845,5,2,True,1,None,N,17,0.4115962691095487,0,1,0,1,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,True,146.71.47.234,96608,57,1239,0.0,"672    http://apple-iclodcl.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1254,1254,1254,apple-icloud-ch.com,apple-icloud-ch.com,2015-09-08,2018-07-06,731,5,6,True,3,True,N,19,0.4470771989837456,0,1,0,1,N,2,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,403,False,122.10.2.35,0,59,1437,0.0,"837    http://apple-icloud-ch.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1255,1255,1255,apple-icloud-support.com,apple-icloud-support.com,2015-05-09,2019-08-03,171,5,4,True,2,True,N,24,0.4650219428364066,0,1,1,1,N,2,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,5,200,True,37.140.192.185,5467,65,1552,0.0,"1327    http://apple-icloud-support.com/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1256,1256,1256,appleid-account-information.cf,appleid-account-information.cf,2017-10-27,2019-12-16,197,2,1,True,1,True,Y,30,0.4809678409642035,0,1,1,1,N,2,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,429,False,195.20.48.4,162,70,627,0.0,"426    http://appleid-account-information.cf/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1257,1257,1257,appleid-accountlocked-apple.com,appleid-accountlocked-apple.com,2018-10-01,2019-08-28,200,1,1,True,1,None,N,31,0.4619376292158357,0,2,1,2,N,2,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,200,False,159.65.15.41,2564,71,312,0.0,"884    http://appleid-accountlocked-apple.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1258,1258,1258,appleicloudsupport.com,appleicloudsupport.com,2015-03-11,2019-02-18,3478,13,5,True,3,None,N,22,0.4508670945047791,0,1,1,1,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,False,31.31.196.85,25223,61,1328,0.0,"26    http://appleicloudsupport.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1259,1259,1259,appleid-confirmation-appstore-purchase.cf,appleid-confirmation-appstore-purchase.cf,2018-06-23,2018-06-23,5,1,1,True,1,True,Y,41,0.4985386067912005,0,2,1,2,N,3,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,162.144.44.5,204,81,412,0.0,"794    http://appleid-confirmation-appstore-purchase.cf/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,2,0,0
1260,1260,1260,appleid-apple-account-confirmationorder.com,appleid-apple-account-confirmationorder.com,2017-11-25,2019-12-09,900,5,1,True,1,True,N,43,0.482399156573085,0,2,1,2,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,5,200,False,192.185.4.106,27456,82,303,0.0,"1168    http://appleid-apple-account-confirmationorder...
Name: url, dtype: object",2.0,1.0,0.0,10.0,0.0,1,0,1,0,0
1261,1261,1261,apple-idassist.com,apple-idassist.com,2019-08-07,2019-08-25,15,1,1,True,1,True,N,18,0.4465539119746932,0,1,0,1,N,1,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,7,404,False,209.59.181.131,0,58,0,0.0,"495    http://apple-idassist.com/
Name: url, dtype: object",9.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1262,1262,1262,appleid-confirm-locked-account.jp,appleid-confirm-locked-account.jp,2018-07-31,2019-07-25,39,2,2,True,2,True,N,33,0.5007588890796333,0,1,2,1,N,3,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,200,False,150.95.255.38,2187,73,369,0.0,"924    http://appleid-confirm-locked-account.jp/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1263,1263,1263,appleid-login.club,appleid-login.club,2019-07-31,2019-07-31,15,1,1,True,1,True,Y,18,0.4604428008635821,0,1,1,1,N,1,0,Attacker-Created,12.0,0.0,12.0,12.0,0.0,0,8,200,False,162.241.29.163,420,81,7,0.0,"744    https://appleid-login.club/?page=signin&appIdK...
Name: url, dtype: object",12.0,1.0,0.16666667,1.0,0.0,2,1,1,0,0
1264,1264,1264,appleidmarket.us,webmail.appleidmarket.us,2018-09-27,2019-07-25,82,3,3,True,3,None,N,24,0.4715069033835865,0,1,0,1,N,0,1,Attacker-Created,6.0,0.0,6.0,0.0,3.0,0,5,200,False,51.38.205.235,36373,64,261,838848.6666666665,"210    http://webmail.appleidmarket.us/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,1,0,0
1265,1265,1265,appleid-only.com,appleid.apple.com-service-unlocked-feedback2019srv3243clv.com.appleid-only.com,2019-08-06,2019-08-07,22,1,1,True,1,None,N,78,0.5482474168646894,2,3,1,3,N,4,4,Attacker-Created,42.0,1.0,40.0,0.0,7.0,0,11,None,False,on,None,81,0,0.0,"558    https://appleid.apple.com-service-unlocked-fee...
Name: url, dtype: object",34.0,1.7058823,0.9117646999999999,7.2647057,0.0,1,0,1,0,0
1266,1266,1266,appleid-repairid.com,appleid-repairid.com,2019-06-11,2019-06-13,15,1,1,True,1,True,N,20,0.4308049217994888,0,1,0,1,N,1,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,7,404,False,69.16.254.174,78,60,52,0.0,"505    http://appleid-repairid.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1267,1267,1267,appleid-recovery-mode.cf,appleid-recovery-mode.cf,2018-02-19,2019-12-16,234,2,1,True,1,True,Y,24,0.4689536489558933,0,1,0,1,N,2,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,5,203,False,195.20.48.153,738,64,535,0.0,"717    http://appleid-recovery-mode.cf/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1268,1268,1268,appleid-services-id.com,appleid-services-id.com,2018-04-25,2019-05-23,269,5,1,True,1,None,N,23,0.4594138591994492,0,1,0,1,N,2,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,200,False,111.90.147.153,163,63,434,0.0,"275    http://appleid-services-id.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1269,1269,1269,appleid-support-uj-apple.com,appleid-support-uj-apple.com,2018-07-25,2018-08-28,42,1,1,True,1,None,N,28,0.4658092456275867,0,2,1,2,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,5,200,False,142.4.10.28,57848,68,372,0.0,"845    http://appleid-support-uj-apple.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1270,1270,1270,appleid-survey.com,appleid-survey.com,2019-05-28,2019-05-30,4,2,1,True,1,True,N,18,0.493462853467342,0,1,0,1,N,1,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,8,200,False,172.247.83.73,49437,68,69,0.0,"711    http://appleid-survey.com/error.html
Name: url, dtype: object",2.0,1.0,0.0,11.0,0.0,1,1,1,0,0
1271,1271,1271,appleinc-support.com,appleinc-support.com,2015-08-29,2020-01-03,961,11,11,True,8,True,N,20,0.4652410164862568,0,1,1,1,N,1,0,Attacker-Created,17.0,0.0,17.0,17.0,12.0,0,7,200,False,111.90.147.112,0,60,1424,0.0,"152    http://appleinc-support.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1272,1272,1272,apple-ios-device-blocked-server.info,apple-ios-device-blocked-server.info,2017-08-23,2018-10-03,720,57,1,True,1,None,Y,36,0.4829783038153777,0,1,0,1,N,4,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,6,None,False,184.168.221.41,None,76,719,0.0,"482    http://apple-ios-device-blocked-server.info/
Name: url, dtype: object",7.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1273,1273,1273,apple-iphones.com,apple-iphones.com,2015-03-03,2020-01-02,4189,19,13,True,2,None,N,17,0.44655867774882396,0,1,0,1,N,1,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,200,True,192.161.187.200,4540,57,803,0.0,"489    http://apple-iphones.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1274,1274,1274,appleiphonesupport.net,secure.appleid.account.login.appleiphonesupport.net,2019-07-20,2019-07-21,23,1,1,True,1,None,N,51,0.47547418061564,0,2,4,2,N,0,4,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,8,None,False,52.14.46.226,None,81,22,0.0,"480    http://secure.appleid.account.login.appleiphon...
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,0,1,0,0
1275,1275,1275,applejpsafety.com,applejpsafety.com,2019-04-28,2020-01-03,174,1,1,True,1,True,N,17,0.44655867774882396,0,1,0,1,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,6,403,False,192.185.75.242,17108,57,106,0.0,"757    http://applejpsafety.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1276,1276,1276,appleipadidappleverificationcationsecureaccountlocked.com,appleipadidappleverificationcationsecureaccountlocked.com,2018-08-07,2019-06-01,222,1,1,True,1,None,N,57,0.4825769423222691,0,2,3,2,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,None,False,192.163.205.41,None,82,367,0.0,"1142    http://appleipadidappleverificationcationsecur...
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,0,1,0,0
1277,1277,1277,supportemail-apple-appleid.com,supportemail-apple-appleid.com,2019-05-20,2019-12-25,135,1,1,True,1,True,N,30,0.4559678409642036,0,2,1,2,N,2,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,6,None,False,0.0.0.0,None,70,87,0.0,"289    http://supportemail-apple-appleid.com/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1278,1278,1278,supported-accountapple.com,supported-accountapple.com,2019-08-11,2019-12-29,253,1,1,True,1,None,N,26,0.4649117986977474,0,1,1,1,N,1,0,Attacker-Created,13.0,0.0,13.0,13.0,0.0,0,9,200,True,167.71.42.197,317,77,4,0.0,"468    http://supported-accountapple.com/IDMSWebAuth
Name: url, dtype: object",13.0,1.0769231000000001,0.0,6.6923075,0.0,1,1,1,0,0
1279,1279,1279,support-apple-store-update.com,support-apple-store-update.com,2019-07-23,2019-08-04,18,1,1,True,1,None,N,30,0.4524063697787499,0,1,2,1,N,3,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,6,None,False,45.55.53.185,None,72,72,0.0,"1121    https://support-apple-store-update.com/
Name: url, dtype: object",9.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1280,1280,1280,support-appleid-apple.tk,support-appleid-apple.tk,2017-09-25,2019-08-11,38,2,1,True,1,True,Y,24,0.4402569033835865,0,2,1,2,N,2,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,200,False,194.5.159.152,787,66,0,0.0,"1360    https://support-appleid-apple.tk/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1281,1281,1281,signin-apple.in,signin-apple.in,2019-07-01,2019-07-02,22,1,1,True,1,True,N,15,0.3924465391931262,0,1,0,1,N,1,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,9,200,False,162.251.85.146,10180,65,32,0.0,"1193    http://signin-apple.in/login.php
Name: url, dtype: object",9.0,1.0,0.0,2.0,0.0,1,1,1,0,0
1282,1282,1282,sigin-verifyupdateunlocked-accountappleid.com,sigin-verifyupdateunlocked-accountappleid.com,2018-03-14,2019-04-01,295,5,1,True,1,None,N,45,0.5239001881490195,0,1,3,1,N,2,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,5,200,False,155.94.234.2,163,81,525,0.0,"920    http://sigin-verifyupdateunlocked-accountapple...
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,0,1,0,0
1283,1283,1283,securityqeg-apple.top,securityqeg-apple.top,2019-08-08,2019-08-08,10,1,1,True,1,None,Y,21,0.4805290886541079,0,1,1,1,N,1,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,9,200,True,148.163.164.40,808,61,2,0.0,"915    http://securityqeg-apple.top/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1284,1284,1284,server-appleid-findme-location.info,icloud.com.server-appleid-findme-location.info,2019-07-25,2019-07-29,12,1,1,True,1,None,Y,46,0.5009109883603637,1,1,0,1,N,3,2,Attacker-Created,7.0,0.0,7.0,0.0,1.0,0,11,200,True,178.159.36.228,7650,81,11,0.0,"839    http://icloud.com.server-appleid-findme-locati...
Name: url, dtype: object",6.0,1.0,0.0,3.5,0.0,1,0,1,0,0
1285,1285,1285,service-apple-billing-account.com,service-apple-billing-account.com,2018-06-19,2019-07-16,251,5,1,True,1,None,N,33,0.4978994664472792,0,1,2,1,N,3,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,True,216.239.34.21,1935,72,407,0.0,"87    http://service-apple-billing-account.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1286,1286,1286,service-ld-apple.co.uk,service-ld-apple.co.uk,2018-05-09,2019-06-06,205,3,4,True,3,None,N,22,0.4735943711407485,0,1,1,1,N,2,1,Attacker-Created,80.0,0.0,80.0,80.0,0.0,0,6,200,False,91.195.240.87,71274,65,71,0.0,"172    http://service-ld-apple.co.uk/bvj
Name: url, dtype: object",80.0,1.0625,0.0,11.725,0.0,1,2,1,0,0
1287,1287,1287,signin-appleids.com,signin-appleids.com,2019-02-21,2019-04-27,82,4,2,True,2,None,N,19,0.4602350937205876,0,1,0,1,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,200,False,86.106.102.144,130,68,169,0.0,"642    http://signin-appleids.com/login.php
Name: url, dtype: object",3.0,1.0,0.0,10.0,0.0,1,1,1,0,0
1288,1288,1288,apple-ios-support.com,apple-ios-support.com,2016-03-17,2019-08-04,46,2,3,True,2,None,N,21,0.44930818238579895,0,1,1,1,N,2,0,Attacker-Created,19.0,0.0,19.0,19.0,1.0,0,5,200,False,185.130.215.169,74,68,0,0.0,"516    https://apple-ios-support.com/lngles
Name: url, dtype: object",18.0,1.3333334,0.0,8.777778,0.0,1,1,1,0,0
1289,1289,1289,security-appleid.com,webdisk.security-appleid.com,2019-06-22,2019-06-25,15,1,8,True,4,True,N,28,0.5138221319804686,0,1,1,1,N,1,1,Attacker-Created,26.0,0.0,26.0,0.0,20.0,0,9,401,False,103.253.212.168,35,69,51,0.0,"1300    http://webdisk.security-appleid.com/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,2,1,0,0
1290,1290,1290,securityapa-apple.top,securityapa-apple.top,2019-08-10,2019-08-11,7,1,1,True,1,None,Y,21,0.449308182385799,0,1,1,1,N,1,0,Attacker-Created,4.0,1.0,3.0,3.0,0.0,0,5,None,False,148.163.164.40,None,62,0,0.0,"735    https://securityapa-apple.top/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
1291,1291,1291,secured-appleid-apple-authenticationsupport.com,secured-appleid-apple-authenticationsupport.com,2019-02-19,2020-01-01,438,1,1,True,1,None,N,47,0.4898186966217997,0,2,2,2,N,3,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,None,False,103.107.199.234,None,81,176,0.0,"620    http://secured-appleid-apple-authenticationsup...
Name: url, dtype: object",3.0,1.0,0.0,10.0,0.0,1,0,1,0,0
